"subject_id","outcome","pixel_1","pixel_2","pixel_3","pixel_4","pixel_5","pixel_6","pixel_7","pixel_8","input__1","input__2","input__3","input__4","input__5","input__6","input__7","input__8","output__1","output__2","output__3","output__4","output__5","output__6","output__7","output__8"
"I001",-0.412407844598693,0.520589072918523,0.799362218714509,-0.95884531257366,1.1582786080896,2.18050398539242,0.263244987215003,1.28206624602831,-0.0173493122643544,0.520589072918523,0.799362218714509,-0.95884531257366,1.1582786080896,2.18050398539242,0.263244987215003,1.28206624602831,-0.0173493122643544,-0.895856795885463,0.373162953421887,-0.476016575543715,0.465906718015157,1.26938110812044,-0.91535526819893,-1.73793510272436,0.84674328386994
"I002",-1.36934919052829,-1.07969076235228,0.426484435556948,-0.490295710066525,-0.909106213165988,0.342857643650257,0.110421189446662,-0.212144499179618,-1.11819535979872,-1.07969076235228,0.426484435556948,-0.490295710066525,-0.909106213165988,0.342857643650257,0.110421189446662,-0.212144499179618,-1.11819535979872,-1.49953108658081,-0.034074852910278,-0.846289700497701,0.272863863883653,-0.44406044820435,0.612974380803208,0.476219658164668,-0.644308980557091
"I003",0.125703991314065,0.139238115019273,-1.16989866993562,-1.07729671360066,0.334990705168581,-0.798024661907156,1.1957636212874,1.18487723662641,0.58669137484252,0.139238115019273,-1.16989866993562,-1.07729671360066,0.334990705168581,-0.798024661907156,1.1957636212874,1.18487723662641,0.58669137484252,0.542193814449236,-0.407993517540213,0.429463322293853,-0.258027681641176,0.552214828334903,-0.19666851701701,-1.12567916567818,0.802983373638229
"I004",-1.28656597744855,-0.0847487849485765,-0.206200160293019,0.369425910544446,0.775854081916407,1.64103616625365,0.733309513633103,-0.650612436772287,0.486195009924034,-0.0847487849485765,-0.206200160293019,0.369425910544446,0.775854081916407,1.64103616625365,0.733309513633103,-0.650612436772287,0.486195009924034,1.07017656443488,-1.07679659868287,-1.07793574352755,0.108376267466642,-0.524339678160275,-0.574596731578276,0.0819568200071703,0.295783074805769
"I005",-0.606381170023753,-0.666639615284596,-0.930610309243612,1.21626648113935,0.237140152276008,-0.460005111651252,-0.00451169154164245,1.28736727005853,0.473894455796676,-0.666639615284596,-0.930610309243612,1.21626648113935,0.237140152276008,-0.460005111651252,-0.00451169154164245,1.28736727005853,0.473894455796676,0.486638769695511,1.12408794907498,0.370070425063037,-0.715230302624186,-1.24780256623287,-1.15574377147883,-0.164926634254338,-0.603739485446562
"I006",-2.4562921491619,-2.51608903200946,0.449397565791737,-0.493843235614103,-1.5598701345872,-1.58647098860618,-0.0212154995950339,0.538933215663317,0.361427452891757,-2.51608903200946,0.449397565791737,-0.493843235614103,-1.5598701345872,-1.58647098860618,-0.0212154995950339,0.538933215663317,0.361427452891757,0.236968257627258,1.64553202956316,-0.376585273172476,-0.238262064851582,-1.21099445262492,-0.549994640473008,-0.101083228171792,-0.878169133397431
"I007",-0.671442786696702,-0.735146797456677,-0.644806454562313,-0.227784720977188,0.0243267511888821,-1.04491567407179,0.138501732981574,0.0255405538039062,1.21768364371144,-0.735146797456677,-0.644806454562313,-0.227784720977188,0.0243267511888821,-1.04491567407179,0.138501732981574,0.0255405538039062,1.21768364371144,1.84446892021488,-0.215964247524879,0.864852880979245,-0.836548022006833,-0.961885517307623,0.392837664169415,-0.36583119555386,-1.65053255584401
"I008",-0.241382105202875,-1.02012226313509,-0.231422689810958,-1.11164888704727,0.334635189158287,0.0416536658857592,-1.07012706995328,1.1639475327246,-0.673116960131551,-1.02012226313509,-0.231422689810958,-1.11164888704727,0.334635189158287,0.0416536658857592,-1.07012706995328,1.1639475327246,-0.673116960131551,-0.193145296596954,1.78738759114923,0.654801100013324,-1.1469240955074,-0.0217213525630525,-0.561411557729871,-1.11257667681697,1.10281996225315
"I009",1.23700696047913,0.113554441297307,-1.23636801144537,0.995833089409624,0.989410999147139,-0.43202637747734,1.23606206697686,-0.367625732117171,-0.598848241837351,0.113554441297307,-1.23636801144537,0.995833089409624,0.989410999147139,-0.43202637747734,1.23606206697686,-0.367625732117171,-0.598848241837351,0.902993057315196,-0.499904577787558,-0.632759664364896,1.00209934751919,-0.668344872072278,-0.439574059863071,-0.323799165935074,-1.5968395751729
"I010",0.0668661036986495,-0.473790981840095,-0.960955298223015,0.561828890946087,0.500375113541597,0.458591147686799,-0.539810094735419,-0.363369569501376,0.735873146511805,-0.473790981840095,-0.960955298223015,0.561828890946087,0.500375113541597,0.458591147686799,-0.539810094735419,-0.363369569501376,0.735873146511805,1.39763430717618,-0.303271180211071,-0.275362764008744,0.0243254719071846,-0.707602334812051,1.12664964257344,-0.318939237379782,0.329098952018097
"I011",-0.352372143310432,-0.408214704337928,0.133956281569561,-1.56427855651588,0.576907865455451,-0.229351986059321,-0.296228914656068,-0.00675336474544712,0.60173965147488,-0.408214704337928,0.133956281569561,-1.56427855651588,0.576907865455451,-0.229351986059321,-0.296228914656068,-0.00675336474544712,0.60173965147488,0.289187126182673,0.0971656787535772,0.0615105038923741,-0.368096881004434,-0.197017667778133,1.01537350950347,-0.545467662231219,-0.108822947678858
"I012",0.0480216313232539,-0.730433278593614,-0.999052722969284,1.48107701910531,1.14269094011911,-1.85696220984083,0.688218803349637,-0.100472498864641,1.10889193968727,-0.730433278593614,-0.999052722969284,1.48107701910531,1.14269094011911,-1.85696220984083,0.688218803349637,-0.100472498864641,1.10889193968727,3.3061253294517,-0.879794459295613,0.687644772103396,0.393866620676631,-0.650024640422652,-1.36418200336711,-0.782752081059397,-1.7833110585476
"I013",-0.365719635443995,-0.221436599406174,-0.141470690813213,-1.16920515011223,-0.707447814422978,-0.289674172981153,-0.399007303727868,-0.14859207836112,-0.0113905983860746,-0.221436599406174,-0.141470690813213,-1.16920515011223,-0.707447814422978,-0.289674172981153,-0.399007303727868,-0.14859207836112,-0.0113905983860746,0.221091747951149,0.294554481406921,-0.244578837844458,-0.346482889022077,-0.170655852671776,1.10522089871993,-0.565178884631615,-0.342448844299823
"I014",-0.267188122330922,-0.225816524428951,0.167329899648813,-1.05201353746636,-0.618559640981128,1.76714123786919,-0.103484852849487,-0.182952755436934,0.605035960687119,-0.225816524428951,0.167329899648813,-1.05201353746636,-0.618559640981128,1.76714123786919,-0.103484852849487,-0.182952755436934,0.605035960687119,0.597871617971998,0.827929013954358,-0.480633839201233,-0.0127659028720993,-0.565279419826404,0.214492232597057,0.348688799916632,0.350086476219747
"I015",-2.34890053474262,-2.5468814461283,-0.198788612671681,-1.47184552482902,-0.0083141961424557,-0.442682897300816,1.52953404059542,-0.85814783765375,1.12352815317424,-2.5468814461283,-0.198788612671681,-1.47184552482902,-0.0083141961424557,-0.442682897300816,1.52953404059542,-0.85814783765375,1.12352815317424,1.56628788533833,0.667976247730443,-1.25381420453262,-0.372002678188301,-1.0072685839013,0.394175442688736,-0.864162422263411,0.410691870707072
"I016",0.764449002280306,1.34700149929703,-0.291207188092097,-1.19343692076419,0.338919733952689,-0.588864402001567,-0.634636458448834,0.958159182178004,-0.705362053710043,1.34700149929703,-0.291207188092097,-1.19343692076419,0.338919733952689,-0.588864402001567,-0.634636458448834,0.958159182178004,-0.705362053710043,-0.241311605106395,0.858635416755472,2.1493700765759,-0.412648344361551,1.30911405195476,-0.102532114080772,-0.042145176929597,0.908791252320946
"I017",1.20735122268393,0.616408145849969,-1.73439703424929,-0.347979424691937,1.40540629884683,-0.120588258352901,-0.226854589097728,-0.839076941832303,1.76247207167883,0.616408145849969,-1.73439703424929,-0.347979424691937,1.40540629884683,-0.120588258352901,-0.226854589097728,-0.839076941832303,1.76247207167883,2.05771159164641,-1.60506108562662,0.236635781185024,-0.604133497517561,-1.4523329852306,-0.0632125586252636,0.613935478588728,-1.74048357854126
"I018",0.294547895593009,0.217564338307888,-0.272728331732604,0.532822543149418,-0.865269852362635,1.65306128186181,1.5010840927328,-0.759724279311683,-0.730020695494859,0.217564338307888,-0.272728331732604,0.532822543149418,-0.865269852362635,1.65306128186181,1.5010840927328,-0.759724279311683,-0.730020695494859,0.183630638114523,-0.222277276683186,-0.602429104882501,1.18610704826989,1.60062343874613,0.12410454982297,0.0483391486853309,-0.697668478683003
"I019",0.865976407966881,-0.804718830400263,-1.79992948169682,-0.710988575850843,-0.873953956620092,-0.871354568629743,-0.342463482378634,-0.866514819536214,-1.63415762678176,-0.804718830400263,-1.79992948169682,-0.710988575850843,-0.873953956620092,-0.871354568629743,-0.342463482378634,-0.866514819536214,-1.63415762678176,-0.951961054722667,1.37938201296378,-1.36878926728126,0.77579775074696,0.0173833993014556,0.00274616300199182,-0.277572701099151,-1.19322799082754
"I020",-0.134939894470881,0.68974677762582,1.15274097680304,-0.198989137632404,0.7743182008249,0.780668270857782,-0.553727556011483,1.65902566868139,-0.123993779923598,0.68974677762582,1.15274097680304,-0.198989137632404,0.7743182008249,0.780668270857782,-0.553727556011483,1.65902566868139,-0.123993779923598,-1.68061625979659,-0.598754151959836,0.623036607492527,-0.888608416163561,0.0746010340364025,0.388847566778672,-1.43290243421696,0.244275351949988
"I021",-0.255097235061069,-0.32867201409024,-1.003319485592,-0.281373323518464,-0.401890241517252,-0.613877869318662,0.257626870698959,0.556942277210519,0.204139470306424,-0.32867201409024,-1.003319485592,-0.281373323518464,-0.401890241517252,-0.613877869318662,0.257626870698959,0.556942277210519,0.204139470306424,1.80429076978966,-0.681268334475169,0.0416161589177574,1.44241900063083,-0.887413405030489,-1.52461741319191,0.550510873595915,0.60508916727642
"I022",-0.127373756822415,-0.16468157692584,0.148210044292539,1.17092627520498,-0.215137830535894,-0.327591311306049,0.613121758652457,0.601386129662215,-0.68323921942861,-0.16468157692584,0.148210044292539,1.17092627520498,-0.215137830535894,-0.327591311306049,0.613121758652457,0.601386129662215,-0.68323921942861,0.966759720460198,0.731733900806089,0.0340872491182892,0.0314399225407992,0.174493943070437,-0.471084220528014,0.613353378061782,-0.24994679670619
"I023",-1.22175648819219,-1.3920288797713,0.519496680749176,2.28873318592,0.605256130514011,-0.355216015901553,-0.652287366777574,-1.96978682110424,-1.01636227170084,-1.3920288797713,0.519496680749176,2.28873318592,0.605256130514011,-0.355216015901553,-0.652287366777574,-1.96978682110424,-1.01636227170084,0.453026136524152,-0.178284691878394,-1.60734557227824,-0.454421570374663,-0.373212691081081,-0.0351517710388949,0.739757801694777,-0.547712729973565
"I024",1.06680985927416,1.46582476120139,0.00543629447576128,-1.06885661449908,-0.614567683647475,0.78093407436684,-0.138281029086895,-0.380107748973682,-0.671434165633787,1.46582476120139,0.00543629447576128,-1.06885661449908,-0.614567683647475,0.78093407436684,-0.138281029086895,-0.380107748973682,-0.671434165633787,-2.12538262059404,-0.999174584488542,0.632113049212608,-0.870637191760069,-0.193196451607974,0.472279687964687,0.996439287953344,0.50068858407027
"I025",-0.276291124041907,0.0482068082254438,1.34702083465394,1.90620418856242,-0.724422931424412,0.608670171785426,-0.123638001869199,1.15777354406233,1.12186281570044,0.0482068082254438,1.34702083465394,1.90620418856242,-0.724422931424412,0.608670171785426,-0.123638001869199,1.15777354406233,1.12186281570044,-0.743411218131088,-0.327648460315044,0.540777390170124,0.0553835552448997,0.148729536491066,0.467467497758221,0.663322978322816,0.754493701804394
"I026",2.77482677131122,1.90808383464199,-0.847033417295996,2.13179771847887,-0.256942637181777,1.07617901747348,-0.964705216383371,1.38963465416294,-2.10066370498434,1.90808383464199,-0.847033417295996,2.13179771847887,-0.256942637181777,1.07617901747348,-0.964705216383371,1.38963465416294,-2.10066370498434,-2.10377356385757,0.55513610995682,0.151003594339996,-0.0463266717908092,1.61229143636879,0.541627383494064,0.279998169525088,1.93613048780206
"I027",1.36419963875887,1.73094452723732,0.443398017315772,0.231456363015352,-0.392072736349559,1.06555765231322,0.0190431840153162,-2.01150842477619,-2.09087185958204,1.73094452723732,0.443398017315772,0.231456363015352,-0.392072736349559,1.06555765231322,0.0190431840153162,-2.01150842477619,-2.09087185958204,-1.60704319764311,-1.15861439911156,0.345907108312979,0.324882458141888,0.766508856501561,0.0632067776493961,1.07548737480172,-0.841364416149166
"I028",-0.67098938082204,0.0581458372592962,-0.977149468323314,0.896945737827196,-0.686701961744657,2.16164641282926,1.69169235319906,-2.33630850037639,-1.29110001012018,0.0581458372592962,-0.977149468323314,0.896945737827196,-0.686701961744657,2.16164641282926,1.69169235319906,-2.33630850037639,-1.29110001012018,1.09961234714712,-0.380507025679098,-2.80098200569554,1.0163990112965,-0.46947851105869,0.0314800423740861,-0.0355580662106765,-1.02103347020332
"I029",-1.61552250072364,0.645328161775171,2.12449113551361,-1.73879271235152,0.875840340130818,0.0704564820522911,0.885809071474169,-1.36845977011138,1.07199151952253,0.645328161775171,2.12449113551361,-1.73879271235152,0.875840340130818,0.0704564820522911,0.885809071474169,-1.36845977011138,1.07199151952253,0.0880828583193673,-1.42396159047406,0.803233837477468,-0.198473804546144,-0.484823247548548,0.456904535206544,0.503508487716566,1.73166711021864
"I030",2.22012303705458,1.7256289865063,0.687698960561541,0.468847940135532,-0.481057986042492,-2.53522521959317,-0.729930145482526,-1.37309426035361,0.894870152083501,1.7256289865063,0.687698960561541,0.468847940135532,-0.481057986042492,-2.53522521959317,-0.729930145482526,-1.37309426035361,0.894870152083501,1.71480938261303,-0.9793881551746,1.58297087978796,-0.886166225520006,-1.09933337593415,1.79229284483834,2.01956885726322,-0.510076895904368
"I031",-0.297983482565597,-0.528966917456246,-0.343368220180396,-0.544147673197739,0.0683575908680962,-0.541334144723391,0.351884683098013,0.737388550085491,-0.842632298901112,-0.528966917456246,-0.343368220180396,-0.544147673197739,0.0683575908680962,-0.541334144723391,0.351884683098013,0.737388550085491,-0.842632298901112,-1.24402791052767,0.0915056830121841,1.00075475619559,-1.03623487480064,-1.59556053796535,-0.692621750544282,-0.875038676733294,1.29250208748848
"I032",-0.419224906156811,0.166392025612551,0.785169472673946,-0.165414153808447,0.137024892815848,-0.775939573541146,-0.247330893260195,0.454709341750177,0.0462974922741544,0.166392025612551,0.785169472673946,-0.165414153808447,0.137024892815848,-0.775939573541146,-0.247330893260195,0.454709341750177,0.0462974922741544,-0.965257973163567,0.333248034288766,0.740990699248427,-0.0898058415144931,-0.249778905517649,0.757479894261578,-0.23983648930386,-0.754950552098844
"I033",0.85959038664826,-0.254723574763946,-1.15557746077052,0.552166562572813,-1.85876851887058,-0.295955418239763,-0.163591831723322,1.77668132830334,0.623368148702539,-0.254723574763946,-1.15557746077052,0.552166562572813,-1.85876851887058,-0.295955418239763,-0.163591831723322,1.77668132830334,0.623368148702539,0.512697207265818,0.41473020056107,0.839269913859486,0.952691384268164,-0.340426623225096,0.940237699180869,0.554878233573549,1.19589293152586
"I034",0.0270497809084171,0.332782359437909,1.5089163463927,1.0333302116035,0.34627657136052,1.15137290542338,0.872360560208246,0.194985588228136,0.485091951868738,0.332782359437909,1.5089163463927,1.0333302116035,0.34627657136052,1.15137290542338,0.872360560208246,0.194985588228136,0.485091951868738,0.394268205169748,1.00032174271604,-0.177146384081961,0.751672424675282,0.521746705648723,-0.3497114069322,0.461798549551491,-0.333243428058734
"I035",0.107168869461145,0.182432812827635,-1.15549616025736,-0.0461788047835456,1.50163381994693,-0.568887867531516,0.605938213883317,-0.344612622139577,0.531944473401682,0.182432812827635,-1.15549616025736,-0.0461788047835456,1.50163381994693,-0.568887867531516,0.605938213883317,-0.344612622139577,0.531944473401682,0.634372796508241,-0.479891873464934,0.257901310243605,-0.0620468793227361,-1.14843776415883,0.0929715495345859,0.439361218586706,-1.73844907679288
"I036",2.58331193017311,1.164593749518,-1.55681181020668,2.63870731259579,-0.0137381203294002,-0.805786340025032,0.927240812612819,1.61267663514805,0.19742268076406,1.164593749518,-1.55681181020668,2.63870731259579,-0.0137381203294002,-0.805786340025032,0.927240812612819,1.61267663514805,0.19742268076406,-0.286509718209953,-1.61601624923812,0.42868222958587,1.10904220927988,0.708012701446719,-0.563268378282822,-0.754287424152946,-0.213397422298433
"I037",1.04617441672296,0.593492850727868,-0.0552479252235566,0.589005749225018,-0.77524519751103,0.492593861841638,0.458044436651209,0.775709363612466,0.326566784462888,0.593492850727868,-0.0552479252235566,0.589005749225018,-0.77524519751103,0.492593861841638,0.458044436651209,0.775709363612466,0.326566784462888,1.05096151310679,0.922727255790395,-0.0181506193478244,0.667258065039505,-0.525171217211062,0.780271146453784,-0.0576355083905473,1.99001958966878
"I038",-1.12460828733994,-0.891779729217369,0.849193162702715,-0.202377334229212,1.3111581356762,0.700758337332243,-0.801114024214896,0.70427912561433,-1.44023199151019,-0.891779729217369,0.849193162702715,-0.202377334229212,1.3111581356762,0.700758337332243,-0.801114024214896,0.70427912561433,-1.44023199151019,-0.00272952849767183,0.689841629545948,0.448489227758524,-0.808837797254909,1.61159332918305,-1.44356495546202,-0.0755960574130026,0.0714883329055649
"I039",0.476908757698171,0.577253310357403,-0.0110967225036592,0.441560138002382,0.260524556554842,-0.243125291550084,-0.497123152995539,1.07215421601982,2.11470907987023,0.577253310357403,-0.0110967225036592,0.441560138002382,0.260524556554842,-0.243125291550084,-0.497123152995539,1.07215421601982,2.11470907987023,1.12776904788312,-0.274964690837976,1.61556986045025,-1.09358044040442,-0.863374107949352,-0.422705612137163,0.447940376870042,0.180558010617557
"I040",-0.381888521027625,-0.824905581058043,-0.760313831780719,-0.100257702082834,1.01401700762575,0.412481176922476,-1.21296781485439,-0.214130769685907,-0.184672313220123,-0.824905581058043,-0.760313831780719,-0.100257702082834,1.01401700762575,0.412481176922476,-1.21296781485439,-0.214130769685907,-0.184672313220123,0.712216641201467,1.08829053383751,0.408911249070336,-0.61391026712139,-0.0391291734705208,-0.526570402807904,0.723241010535232,0.460601905851135
"I041",-2.42181402347637,-1.15725385762344,1.17579925167624,-1.09340399199111,0.215594208474653,0.498165309358799,0.619712599356425,0.363631063912172,0.492104327529081,-1.15725385762344,1.17579925167624,-1.09340399199111,0.215594208474653,0.498165309358799,0.619712599356425,0.363631063912172,0.492104327529081,-1.11597736051769,0.810118059760711,1.82794494124043,-0.216102103047699,1.23769391307241,0.462489832251432,-1.39158753687683,-0.341726916340016
"I042",-0.716900378070786,0.777998774006214,2.41444970903476,0.50324733858265,0.613404626091988,0.367679114623033,1.3596632579562,1.08356378657411,-1.36132698556342,0.777998774006214,2.41444970903476,0.50324733858265,0.613404626091988,0.367679114623033,1.3596632579562,1.08356378657411,-1.36132698556342,-2.90705970896776,1.81556200674948,-0.0711861495166284,-0.266430929311043,0.892841162778666,-0.218719828635619,-0.162690380708721,0.516429569712687
"I043",0.598977299073502,-1.20422178597307,-1.95851276822613,0.949240091117635,1.44598848106203,-0.5706028691897,-1.6210647627138,-1.95227615716347,-0.365217557903885,-1.20422178597307,-1.95851276822613,0.949240091117635,1.44598848106203,-0.5706028691897,-1.6210647627138,-1.95227615716347,-0.365217557903885,2.69887135960437,-0.67050999885383,-1.14532556290645,-0.967516173491583,-1.39223128581888,-0.796334611819908,-0.420195534307488,-1.16732091305649
"I044",-0.785794688636667,0.30671410214768,1.4735898934298,0.382802056022312,0.658085900745181,0.738816517714368,0.0795594993555375,0.0155101786160552,0.7561265592095,0.30671410214768,1.4735898934298,0.382802056022312,0.658085900745181,0.738816517714368,0.0795594993555375,0.0155101786160552,0.7561265592095,-0.0453408283067152,-0.077803865479481,0.468826499453224,-0.428240206145208,-0.126217987855123,0.594972562751788,-0.449064785898367,-0.211322490979897
"I045",-0.279893071148878,-0.833658540642056,-0.47488396149873,0.371578210898053,0.375234496491491,-2.26829132566495,0.512593137306753,-0.87098092003781,0.146502808516189,-0.833658540642056,-0.47488396149873,0.371578210898053,0.375234496491491,-2.26829132566495,0.512593137306753,-0.87098092003781,0.146502808516189,0.396572999688477,0.0995381370740138,-0.575280074873664,-0.854105867229767,-0.79229947943001,0.160730498302085,-0.102522533386325,-1.17780856265135
"I046",0.765175193985656,1.41814116350375,0.981170983785874,0.157216401651425,-0.674688275938179,0.614041040052466,-0.21910193815088,-0.900934214910906,0.261947248506149,1.41814116350375,0.981170983785874,0.157216401651425,-0.674688275938179,0.614041040052466,-0.21910193815088,-0.900934214910906,0.261947248506149,0.890264767953924,-0.139988550050735,-0.32583267867301,0.401329305623473,0.65092146623534,1.64792551425915,1.07490877263393,1.20625716100646
