"volume_id","x","y","z","zone","epithelial","APC","CTL","Treg","T_helper"
"V01",5.58938776701689,5.78859450109303,3.64405296929181,"High",-1.31267032190482,-2.27323733521726,-1.480834173893,0.893340150325115,-0.593050975333908
"V02",4.45224404707551,6.86286354809999,0.548871191218495,"High",-1.69742019040495,0.16624443618542,0.38663198289663,-0.0666207945868297,-0.408203602889228
"V01",1.12111966125667,1.49004402384162,0.793952978216112,"Low",-0.247197379851857,0.360715759858241,1.48954541097087,0.312589682489276,1.23180175250913
"V02",2.28578644990921,5.06158497743309,2.80128554627299,"Intermediate",-0.626315174711784,0.316179911131038,-0.191878262383721,-0.259167494516825,-0.924310527397641
"V01",4.44295207969844,5.7449265960604,2.68504426255822,"High",-0.561912757446843,-0.134487233176715,-0.16350216319766,0.257461706167995,0.874706856676672
"V02",0.201049203053117,4.33445283211768,0.474147774279118,"Low",-0.774432227243661,0.0673537952003782,1.40244411902342,0.173571255485544,0.340373066839345
"V01",3.72984443977475,1.63770078681409,0.656990327872336,"Low",0.565160257104415,1.57820388245241,0.566742353243034,-1.67316420796947,-0.735905203178646
"V02",6.88808548077941,7.1999119091779,0.444050437770784,"High",-2.49322187260305,-0.851014345766562,-0.435361466301764,-0.612318064517163,-0.793263270861546
"V01",2.02000943012536,0.988674633204937,3.93274180125445,"Intermediate",1.53663640119133,-0.124812165585054,-0.24995372946273,-0.0531108664330874,-0.903491173838756
"V02",4.6464506983757,7.61237557046115,2.39187322277576,"High",-0.229255284145596,-0.366779038762434,0.288784272360166,-0.91759042335213,-2.04793356399087
"V01",0.047466054558754,6.25372100807726,3.01671525090933,"Intermediate",-0.0426469610965999,0.0789727614740492,-0.490062017408149,-0.4249017660216,1.22243794852381
"V02",5.53492751903832,7.69708771817386,3.20580552518368,"High",-1.67559471794358,-1.74841677448629,-0.856161490953153,0.148555463306379,0.370347635158812
"V01",1.84900037571788,0.914015421643853,1.46264293324202,"Low",2.15077154585739,3.39366620024488,1.52551373599021,0.183842845027469,1.37570912046603
"V02",6.78825969807804,7.82041711360216,3.03853132296354,"High",-0.638464543596422,-0.442900316476962,-0.934154636385818,-0.75150747745946,-1.59655882808042
"V01",1.23068192601204,4.96375601366162,3.13529159221798,"Intermediate",-0.0997683299008173,-1.11505550329346,-0.691521553220849,0.830146104947067,-0.00199910331485434
"V02",2.85447451844811,7.41941812448204,0.357582089491189,"Intermediate",-0.528230431387391,0.857675379121978,1.99853116700571,-0.506533957169205,-0.680036867881482
"V01",4.36163603328168,1.61789370328188,0.495708062313497,"Low",-0.176128525963329,-0.397857408914896,0.476231214727682,0.227734501692661,0.199644582680992
"V02",0.00958091020584106,1.72423345409334,2.271569092758,"Low",0.498554148724703,-0.572376012791403,-1.08841192363206,1.00456173183529,0.530714687834368
"V01",2.54259591922164,7.37540178187191,3.73735969047993,"High",-0.610816908749736,-2.18452905414108,-0.982190179100978,1.32221432973976,-0.555806448538538
"V02",0.138314830139279,5.77692440710962,0.701262322254479,"Low",-1.6993847269006,-0.656623875646043,-0.248532218391796,-1.01341618779449,-0.724355445890046
"V01",2.73246420733631,6.09361110627651,0.495774615556002,"Intermediate",-0.454565869812227,-0.526280022676109,-0.384849861710515,-0.456937454712826,0.337926773817831
"V02",2.74751039966941,2.28221960552037,1.76425002887845,"Low",1.5870002675201,1.7826399046892,1.43807452710656,0.681425622567341,1.55564420340234
"V01",1.86050154641271,2.74927104637027,0.239030351862311,"Low",0.296924074701859,-0.226996510063542,0.250431615461571,0.597464614248861,0.229056683758954
"V02",0.490950621664524,2.73114733211696,2.04352470859885,"Low",1.55396588790523,-0.0736708147138988,0.316871704825947,1.45427946491807,0.0934403878466763
"V01",3.29901001416147,6.3036783747375,1.91188192181289,"High",-0.162156617536484,0.238971620422113,0.531405544398356,-0.214643718618055,0.60326043819914
"V02",1.48409741744399,2.91599992848933,0.644175159744918,"Low",0.0965980608268267,1.55707682149076,0.292213551219493,0.513152010294178,0.761790285528498
"V01",3.28537650965154,5.32098044082522,3.20845234766603,"High",0.351962617143826,-0.683854369314639,-0.937948912345824,1.5587971321183,1.06589139036916
"V02",1.12064684554935,2.98249408043921,3.15705390460789,"Intermediate",0.516735386670688,-0.650121795624645,-1.53016508489301,0.257673659883286,-1.32028741214833
"V01",0.0434761345386505,0.968166954815388,1.98229255527258,"Low",-0.230453762002105,0.301631403363017,0.716701132406981,1.23829564272629,0.220984867105934
"V02",4.81391052529216,6.64677216112614,3.38602358475327,"High",-0.322135846126595,0.341568913197436,1.3580582605456,-1.23725220226527,0.510933664542659
"V01",7.28808101825416,3.34653825871646,0.894134032540023,"High",-0.6623362517648,-0.641692237471055,-1.58211226731704,-0.946797383185551,-1.1727754827503
"V02",1.40290227159858,0.65625068359077,2.5335353249684,"Low",1.4205112054473,1.49495762173785,0.656995335040273,0.18958431578223,-0.80596488224896
"V01",5.8494993057102,1.40822076611221,3.52064976748079,"High",1.02887658990462,-0.774729432362108,-0.338903580726279,0.746431580479414,0.154563455603321
"V02",0.129257677122951,1.44768909737468,4.01047339010984,"Low",0.84506075332465,-1.08089166704113,-1.07853790197969,0.207517609287335,-0.986897001162767
"V01",4.68892573006451,5.38742042146623,3.9684820137918,"High",0.407409742899138,-1.30684302693759,-1.60875820959483,-0.0206953305796214,-1.05498026359355
"V02",3.40654742717743,4.85596383921802,2.34955111704767,"Intermediate",-0.602948327623717,0.559479361292364,-0.3482552646607,-0.587360533887274,0.511031407019525
"V01",1.68392782099545,2.07621045038104,0.100339750759304,"Low",1.10434867930063,0.689911953533821,1.18800068162883,0.952422123780918,1.97375698628339
"V02",3.81760086677969,4.72290362790227,1.33326298836619,"Intermediate",-0.618075292750066,1.05270011378426,0.611366916351193,-2.23550293431107,-0.255349826772195
"V01",6.0385861992836,3.26794572547078,3.7188159134239,"High",0.311652359853804,-0.0859372778890702,0.801750803550596,-1.97920417125841,0.033335508970779
"V02",3.57463423907757,6.93143120221794,2.76883905287832,"High",-0.0248922386002281,1.53457742259026,0.426942577183147,-1.24395750395398,-1.45506366987077
"V01",2.96961441636086,0.865287240594625,1.26973936520517,"Low",1.42088448131469,1.37336874523802,1.55138262652404,0.871170288793119,0.69441691594468
"V02",6.99822723679245,2.57511949166656,1.29873017780483,"Intermediate",-1.48942251783827,-2.13959101955186,-0.601499634670527,0.576599023881809,-2.18875696721594
